Item_Id,Low_Cap_Price
IT_266836,1763.13
IT_266842,2483.89
IT_266855,3325.29875
IT_266915,7741.74375
IT_266927,4907.075
IT_266950,4406.52375
IT_266955,5605.28125
IT_266974,8537.4275
IT_266977,7494.48
IT_266981,7637.76
IT_266983,7985.67875
IT_266988,7778.21125
IT_266993,7944.89875
IT_266994,7366.71875
IT_266996,8651.22125
IT_266999,6417.35
IT_267001,8400.63875
IT_267003,8063.59875
IT_267004,7964.38875
IT_267019,1497.78
IT_267026,4983.96
IT_267049,3028.65
IT_267067,1742.26
IT_267121,5793.27375
IT_267125,1207.63
IT_267130,2917.47
IT_267169,8044.4975
IT_267181,7725.905
IT_267189,7947.69
IT_267194,7826.50875
IT_267202,2561.84
IT_267243,1813.49
IT_267326,7752.51
IT_267328,7689.33
IT_267333,7668.6
IT_267401,1737.28
IT_267411,4939.7975
IT_267468,1146.18
IT_267471,4037.97
IT_267474,4590.23
IT_267476,3048.3
IT_267495,5575.58875
IT_267513,8553.57
IT_267517,7899.66
IT_267519,5521.12
IT_267534,7083.21
IT_267544,7410.61
IT_267555,1334.55
IT_267556,1556.73
IT_267599,1751.47
IT_267604,2064.34
IT_267652,3947.31
IT_267654,514.79
IT_267656,1366.22
IT_267662,2541.04
IT_267707,8475.90625
IT_267711,6970.52
IT_267713,4874.29
IT_267714,7514.02
IT_267721,7838.54
IT_267735,4248.06
IT_267764,8776.30375
IT_267808,1881.35
IT_267819,4569.8075
IT_267844,2062.05
IT_267885,1291.59
IT_267929,8576.615
IT_267932,7356.83
IT_267938,4756.41
IT_267939,6954.05
IT_267944,7559.905
IT_267945,8503.2875
IT_267951,6778.76
IT_267954,8768.9925
IT_267957,4244.97
IT_267970,4122.44
IT_268027,4483.34375
IT_268040,2089.45
IT_268075,7007.76
IT_268107,1695.0
IT_268195,7329.97875
IT_268249,8606.4
IT_268250,7356.27
IT_268256,7570.55
IT_268259,7361.94
IT_268265,8193.6775
IT_268272,6668.48
IT_268275,7728.79875
IT_268284,7505.49
IT_268285,6833.41
IT_268300,1578.22
IT_268323,2560.81
IT_268331,1856.4
IT_268364,5306.9975
IT_268398,3406.35
IT_268400,1411.15
IT_268406,2076.08
IT_268447,7864.02375
IT_268455,7532.06
IT_268463,6239.57
IT_268469,7936.635
IT_268472,4518.61
IT_268475,8486.63375
IT_268476,7381.03
IT_268486,4033.3
IT_268497,8587.77
IT_268517,2257.89
IT_268552,4319.66625
IT_268591,2006.21
IT_268630,2934.28
IT_268644,2021.37
IT_268651,4327.655
IT_268669,8532.215
IT_268672,7403.74
IT_268678,7156.58
IT_268683,7699.09
IT_268690,6899.41
IT_268695,7925.03125
IT_268719,6514.99
IT_268734,4558.64375
IT_268756,1726.64
IT_268834,1293.88
IT_268841,2891.0
IT_268890,7493.01
IT_268893,7582.56
IT_268904,6479.57
IT_268906,7930.7
IT_268909,6088.3
IT_268912,6771.49
IT_268958,2195.77
IT_268994,5580.65
IT_269018,3129.56
IT_269029,2080.11
IT_269056,6808.76
IT_269067,7515.08
IT_269105,2445.66
IT_269172,3039.89
IT_269213,5568.4
IT_269221,7369.53375
IT_269236,7316.6
IT_269267,2511.46
IT_269290,2504.69
IT_269308,2035.53875
IT_269317,1999.14
IT_269327,3330.79
IT_269384,2563.73
IT_269420,1924.0
IT_269451,2055.58875
IT_269468,1518.13
IT_269520,6731.77
IT_269525,6790.17
IT_269528,6528.35
IT_269532,7395.5
IT_269540,6067.69
IT_269546,5660.15
IT_269559,4032.08
IT_269606,1593.63
IT_269639,5651.0925
IT_269689,2804.64
IT_269705,2685.09
IT_269742,5369.2
IT_269748,6106.15
IT_269759,6015.75
IT_269769,6036.5
IT_269784,2098.42
IT_269785,1624.74
IT_269813,1798.25
IT_269834,1931.09
IT_269899,1777.7
IT_269900,1369.26
IT_269903,4912.82625
IT_269907,2203.24
IT_269923,2186.81
IT_269943,2471.77
IT_269964,5390.0
IT_269969,8064.36875
IT_269971,5675.89
IT_269976,5954.96
IT_269984,7292.23
IT_269996,4264.32
IT_270011,8603.55375
IT_270025,2557.97
IT_270029,3113.28
IT_270036,1627.52
IT_270057,2379.86
IT_270086,1538.95
IT_270129,5907.43
IT_270157,2408.05
IT_270254,7522.68625
IT_270264,4175.58875
IT_270268,2586.31
IT_270282,2126.68
IT_270297,2670.2
IT_270330,7610.1
IT_270332,5767.08
IT_270341,3879.17
IT_270342,6034.52
IT_270394,2268.82
IT_270427,2328.58
IT_270428,5107.82875
IT_270485,2087.15
IT_270500,1880.58
IT_270537,4689.68
IT_270543,7606.18
IT_270545,6079.1
IT_270549,5795.27
IT_270556,4342.45
IT_270566,4907.99
IT_270628,4780.77125
IT_270642,1937.8
IT_270674,6780.0
IT_270675,5458.84
IT_270682,5312.87
IT_270716,2492.56
IT_270747,2609.32
IT_270839,2636.3
IT_270873,4374.62
IT_270887,5693.88
IT_270898,5746.14
IT_270943,2172.9
IT_270951,1735.37
IT_270974,4932.39625
IT_270980,4874.2675
IT_271071,1848.24
IT_271121,6241.39
IT_271158,5148.5575
IT_271172,2471.86
IT_271207,2300.21
IT_271254,4626.59875
IT_271308,4976.76
IT_271313,7289.28
IT_271349,5085.2675
IT_271365,2304.14
IT_271437,7424.025
IT_271463,2847.34
IT_271517,4397.46
IT_271533,4516.2
IT_271538,5922.88
IT_271541,5558.6
IT_271604,1767.81
IT_271625,4039.30875
IT_271664,1817.2
IT_271713,2214.78
IT_271758,4486.38
IT_271778,5801.97
IT_271801,1171.41
IT_271810,1805.67
IT_271832,2285.71
IT_271841,1760.49
IT_271903,7363.6575
IT_271927,4496.07875
IT_271990,4882.61
IT_271996,5952.56
IT_272007,6825.48
IT_272010,3907.05
IT_272026,4157.0
IT_272121,5330.85
IT_272146,1630.71
IT_272152,1760.19
IT_272264,1884.28
IT_272281,2051.23
IT_272321,4782.8
IT_272329,5452.93
IT_272333,5693.15
IT_272336,6816.32
IT_272339,5624.54
IT_272346,4807.1
IT_272351,4214.03
IT_272359,1458.64
IT_272368,5220.74875
IT_272385,2315.63
IT_272495,2197.73
IT_272553,4665.06
IT_272568,5553.73
IT_272580,4079.07
IT_272583,4857.49
IT_272611,2154.22
IT_272682,1877.03
IT_272735,4459.34
IT_272757,4876.89
IT_272762,4079.19
IT_272795,1876.63
IT_272828,4519.5275
IT_272902,1867.27
IT_272938,2077.43
IT_272958,4937.31
IT_272965,4414.31
IT_272973,6794.63
IT_272975,2871.27
IT_272995,4613.44
IT_273028,2022.47
IT_273133,2611.59
IT_273134,4415.2475
IT_273138,1789.18
IT_273152,2183.55
IT_273194,4461.95
IT_273200,4939.79
IT_273221,4635.89
IT_273258,2291.83
IT_273327,8130.08375
IT_273331,5095.8225
IT_273334,4632.70875
IT_273344,2048.82
IT_273355,2302.34
IT_273388,5458.94
IT_273413,5766.31
IT_273468,1978.93
IT_273555,1337.37
IT_273570,2601.51
IT_273571,2499.52
IT_273606,4054.3875
IT_273617,1550.81
IT_273687,1117.25
IT_273714,2339.12
IT_273740,2926.19
IT_273757,4380.96
IT_273761,4478.64
IT_273768,4795.51
IT_273770,4960.19
IT_273780,5664.16
IT_273782,6534.25
IT_273795,4478.12
IT_273798,4661.81
IT_273828,1978.79
IT_273866,1911.44
IT_273926,1598.75
IT_273927,1685.21
IT_273928,1125.04
IT_273929,1203.6
IT_273930,1456.9
IT_273931,1217.39
IT_273954,1882.55
IT_273977,2308.1
IT_274019,5761.98
IT_274029,4917.12
IT_274035,5923.43
IT_274039,5661.91
IT_274074,5440.4175
IT_274123,3457.83875
IT_274215,2885.1175
IT_274218,1901.02
IT_274220,3369.06
IT_274237,1604.55
IT_274241,2107.77
IT_274268,3204.29
IT_274282,5788.09
IT_274294,5698.46
IT_274305,5480.15
IT_274313,5042.85
IT_274318,4646.98
IT_274321,4626.51
IT_274327,1145.71
IT_274328,1889.62
IT_274332,1807.0
IT_274349,2911.58
IT_274354,2342.19
IT_274434,1439.75
IT_274439,1591.35
IT_274440,1709.12
IT_274441,1074.74
IT_274442,1379.63
IT_274443,1303.95
IT_274444,1264.54
IT_274463,1996.1
IT_274526,4216.59
IT_274533,4671.78
IT_274538,4868.51
IT_274562,4938.38
IT_274568,918.9
IT_274571,1399.46
IT_274589,2069.04
IT_274594,2437.14
IT_274626,3387.34
IT_274629,1959.8
IT_274696,1587.03
IT_274697,1617.49
IT_274698,1152.72
IT_274722,1816.9
IT_274725,1849.02
IT_274748,2198.0
IT_274791,4487.84
IT_274808,2833.62
IT_274827,4483.41
IT_274857,2230.03
IT_274890,4312.5875
IT_274919,4919.11
IT_274972,2144.73
IT_275004,4881.45
IT_275006,5054.72
IT_275013,4492.86
IT_275026,6571.74
IT_275029,3217.58
IT_275044,4806.79
IT_275054,1137.6
IT_275069,1804.17
IT_275097,2357.81
IT_275124,796.62
IT_275136,1871.22
IT_275175,5149.4
IT_275211,1849.18
IT_275318,1938.73
IT_275343,2263.29
IT_275383,4989.56
IT_275392,3847.07
IT_275411,5214.49
IT_275413,5940.02
IT_275456,2113.49
IT_275460,2020.85
IT_275503,5146.31125
IT_275597,2527.48
IT_275650,3929.96
IT_275658,5625.8
IT_275668,5924.37
IT_275671,5262.96
IT_275683,5209.01
IT_275713,1982.31
IT_275717,2073.01
IT_275758,4695.6675
IT_275803,1655.53
IT_275804,1895.09
IT_275818,6152.06625
IT_275825,4269.85
IT_275861,2039.25
IT_275903,6049.94
IT_275933,5739.57
IT_275942,5010.69
IT_275946,5104.07
IT_275952,1508.3
IT_275953,1332.56
IT_275976,2102.0
IT_275980,2333.55
IT_276067,1637.33
IT_276068,1367.27
IT_276069,1066.79
IT_276098,2145.19
IT_276123,2444.12
IT_276162,5207.6
IT_276167,4462.03
IT_276176,6076.4
IT_276177,3945.84
IT_276180,4589.46
IT_276188,5374.92
IT_276200,5067.98
IT_276204,4889.56
IT_276232,1959.43
IT_276236,1773.34
IT_276267,4894.3775
IT_276278,2306.71
IT_276375,1943.26
IT_276422,4009.76
IT_276431,6039.43
IT_276442,2926.46
IT_276458,5340.05
IT_276485,2106.55
IT_276488,2302.54
IT_276527,3091.07
IT_276558,4804.25
IT_276569,2037.17
IT_276587,1534.01
IT_276590,1839.94
IT_276622,4787.82
IT_276631,4020.18
IT_276639,6048.93
IT_276650,4847.76
IT_276652,6007.79
IT_276670,925.85
IT_276671,1307.21
IT_276672,1292.1
IT_276682,1952.74
IT_276685,2293.08
IT_276750,2050.16
IT_276781,4839.76
IT_276792,4181.24
IT_276797,2866.07
IT_276799,5624.87
IT_276805,4598.88
IT_276820,2110.63
IT_276824,2360.8
IT_276832,2787.76875
IT_276833,1968.31
IT_276917,3432.21
IT_276920,4793.81
IT_276996,4521.89
IT_277005,5694.14
IT_277028,5469.16
IT_277032,4887.76
IT_277036,1109.23
IT_277043,1596.58
IT_277060,1983.03
IT_277063,1822.73
IT_277099,1882.2
IT_277170,3667.38
IT_277250,4947.4
IT_277256,5261.5
IT_277267,5070.54
IT_277273,1302.84
IT_277296,2875.77
IT_277300,1846.88
IT_277397,2093.39
IT_277407,1680.48
IT_277412,2057.93
IT_277483,4821.29
IT_277484,4165.06
IT_277497,4971.94
IT_277510,4971.72
IT_277517,4978.39
IT_277521,1059.9
IT_277541,3020.66
IT_277545,1778.41
IT_277553,1615.93
IT_277573,3235.88
IT_277618,1061.52
IT_277653,4872.9975
IT_277664,2192.49
IT_277717,3333.48
IT_277729,4964.09
IT_277736,4823.59
IT_277748,4281.3
IT_277771,4883.64
IT_277772,5085.65
IT_277779,1179.55
IT_277796,3252.86
IT_277810,1842.71
IT_277891,1686.77
IT_277893,1070.73
IT_277919,5268.12375
IT_277927,2114.63
IT_277974,2744.24
IT_277997,4668.95
IT_278007,4050.11
IT_278030,5399.85
IT_278041,2717.05
IT_278059,2678.05
IT_278095,3653.54
IT_278138,1755.45
IT_278140,1032.78
IT_278158,1992.65
IT_278193,1753.34
IT_278233,4122.48
IT_278244,4484.43
IT_278254,5052.85
IT_278265,5280.05
IT_278269,4891.8
IT_278272,974.06
IT_278283,1613.34
IT_278319,1747.16
IT_278330,3377.67
IT_278353,1779.77
IT_278354,1985.99
IT_278394,4978.58
IT_278409,5132.16
IT_278413,4147.21
IT_278414,5269.12
IT_278422,4897.27
IT_278440,2952.89
IT_278452,1929.59
IT_278528,1977.58
IT_278581,1781.92
IT_278603,3116.24
IT_278609,3339.73
IT_278622,4989.46
IT_278648,5192.58
IT_278650,4397.38
IT_278663,5196.31
IT_278671,1642.55
IT_278695,2993.14
IT_278698,2314.01
IT_278779,1767.92
IT_278836,1938.26
IT_278875,5458.11
IT_278877,4836.92
IT_278899,3703.29
IT_278900,5667.81
IT_278903,5643.12
IT_278905,5402.25
IT_278914,5034.27
IT_278949,2934.46
IT_278962,1859.64
IT_278980,2163.37
IT_279037,897.94
IT_279056,3119.77
IT_279096,1870.19
IT_279134,4446.2
IT_279141,4200.21
IT_279156,4764.73
IT_279167,5757.79
IT_279194,1748.22
IT_279213,2795.75
IT_279251,3655.24
IT_279299,2287.21
IT_279328,188.57
IT_279340,1895.18
IT_279368,2010.96
IT_279422,4093.21
IT_279436,4300.65
IT_279439,5640.33
IT_279447,4757.77
IT_279468,2565.34
IT_279486,3020.3
IT_279499,2044.33
IT_279527,1699.28
IT_279596,3139.31
IT_279607,1862.28
IT_279611,2316.83
IT_279638,1970.61
IT_279685,3895.07
IT_279692,4232.8
IT_279697,4498.1
IT_279700,4706.81
IT_279705,4657.36
IT_279724,4755.6
IT_279753,2044.81
IT_279761,1594.34
IT_279783,3479.28
IT_279811,1603.75
IT_279814,2675.42
IT_279835,3210.27
IT_279840,5104.62125
IT_279872,1791.8
IT_279903,4371.32
IT_279929,5122.21
IT_279947,4947.3
IT_279950,5146.76
IT_279958,1180.27
IT_280006,1701.97
IT_280037,4324.27
IT_280038,5529.94
IT_280050,4992.43
IT_280192,1804.1
IT_280220,1252.08
IT_280225,5372.13
IT_280228,3975.09
IT_280236,5507.97
IT_280240,4799.14
IT_280244,4977.72
IT_280257,4969.35
IT_280282,2477.54
IT_280295,1608.43
IT_280318,2105.2
IT_280322,4631.30625
IT_280399,1964.59
IT_280425,1812.54
IT_280459,5320.95
IT_280482,3705.3
IT_280495,5394.93
IT_280520,3251.53
IT_280532,2415.1
IT_280535,3190.11
IT_280556,1935.98
IT_280628,2008.74
IT_280678,5040.79
IT_280681,4304.94
IT_280685,1561.59
IT_280706,3231.73
IT_280709,1661.08
IT_280722,2353.02
IT_280740,2122.59
IT_280811,2499.07
IT_280848,2273.29
IT_280892,4408.91
IT_280899,4501.88
IT_280901,6062.11
IT_280905,4947.99
IT_280914,5026.3
IT_280925,5317.69
IT_280928,4527.86
IT_280956,3038.04
IT_280989,3567.40875
IT_281089,2126.89
IT_281127,5307.21
IT_281130,5543.98
IT_281134,4358.33
IT_281146,5002.53
IT_281147,4553.13
IT_281161,4772.55
IT_281179,2730.17
IT_281180,1704.44
IT_281197,3230.13
IT_281200,2152.17
IT_281324,1876.62
IT_281349,2998.84
IT_281360,5036.62
IT_281375,5217.52
IT_281385,4932.16
IT_281390,4918.58
IT_281404,2483.71
IT_281414,3409.99
IT_281443,4007.9475
IT_281473,2452.89
IT_281508,5613.96
IT_281514,5672.7
IT_281544,3242.8
IT_281558,1594.92
IT_281578,3386.75
IT_281579,3418.55
IT_281631,1119.94
IT_281681,1805.24
IT_281703,3756.84
IT_281718,4814.73
IT_281736,5915.94
IT_281743,4707.24
IT_281757,4616.15
IT_281760,4390.08
IT_281794,2535.29
IT_281807,2068.9
IT_281823,2902.86
IT_281875,1725.55
IT_281934,1817.15
IT_281957,3435.89
IT_281979,4783.43
IT_281987,5546.55
IT_281990,5038.95
IT_282010,5277.19
IT_282015,5037.86
IT_282026,2677.68
IT_282035,5092.33625
IT_282058,2417.5
IT_282122,1930.95
IT_282145,2684.11
IT_282175,1803.57
IT_282215,5578.35
IT_282226,3741.53
IT_282234,5238.19
IT_282266,2606.64
IT_282285,3063.15
IT_282316,3756.16875
IT_282379,2911.99
IT_282388,2315.26
IT_282412,2051.58
IT_282452,5241.07
IT_282457,5211.04
IT_282459,5052.95
IT_282467,5709.57
IT_282494,5041.62
IT_282499,4975.12
IT_282510,2554.98
IT_282525,3136.04
IT_282614,2313.43
IT_282622,2432.93
IT_282645,1831.96
IT_282666,2996.97
IT_282680,5421.33
IT_282687,5576.77
IT_282688,5219.55
IT_282701,5253.93
IT_282708,3997.61
IT_282723,5453.05
IT_282739,1909.01
IT_282748,3312.79
IT_282751,2614.93
IT_282763,1797.86
IT_282783,3707.17875
IT_282817,4910.55375
IT_282834,2910.49
IT_282865,3069.21
IT_282895,5709.69
IT_282898,5069.14
IT_282907,5644.36
IT_282911,5069.42
IT_282912,5246.41
IT_282916,5696.09
IT_282952,2946.63
IT_282955,1890.15
IT_282982,2058.61
IT_283014,2265.27
IT_283049,4721.11
IT_283050,5636.93
IT_283057,4606.97
IT_283086,3294.59
IT_283121,2945.0
IT_283185,2096.94
IT_283186,1915.61
IT_283220,2027.46
IT_283241,3442.34
IT_283265,5239.99
IT_283292,5319.66
IT_283304,3260.59
IT_283327,2250.57
IT_283421,1883.89
IT_283431,2270.28
IT_283495,5054.37
IT_283525,5524.28
IT_283545,3407.68
IT_283548,2206.76
IT_283579,3894.1075
IT_283602,4507.25
IT_283611,1677.81
IT_283680,7200.93
IT_283686,6213.88
IT_283721,2503.31
IT_283750,3297.16
IT_283751,2044.87
IT_283798,1860.16
IT_283807,2282.84
IT_283829,1892.81
IT_283848,3797.04
IT_283863,5026.41
IT_283874,5032.75
IT_283879,6738.95
IT_283885,5181.26
IT_283903,1552.15
IT_283919,2898.18
IT_283921,2041.78
IT_283932,2044.73
IT_283937,2059.62
IT_283951,4134.0275
IT_284000,2987.51
IT_284001,1864.63
IT_284006,2089.03
IT_284081,3968.76
IT_284084,5146.7
IT_284089,4677.12
IT_284145,3080.53
IT_284159,2416.94
IT_284204,1140.85
IT_284231,2329.8
IT_284271,2571.39
IT_284283,4958.66
IT_284291,5281.29
IT_284297,6035.92
IT_284301,4909.7
IT_284310,4781.12
IT_284313,5124.04
IT_284334,1596.41
IT_284350,2040.83
IT_284360,1989.6
IT_284374,3708.22875
IT_284390,4132.15
IT_284400,1588.75
IT_284420,2506.54
IT_284436,4975.73
IT_284437,6037.47
IT_284449,5153.43
IT_284474,3069.18
IT_284478,2000.54
IT_284507,3974.2975
IT_284508,3649.62875
IT_284540,2046.26
IT_284541,4126.7
IT_284555,1491.15
IT_284557,1122.31
IT_284566,8626.065
IT_284578,2970.05
IT_284612,1918.63
IT_284637,2564.64
IT_284649,5316.34
IT_284664,5165.18
IT_284665,6066.45
IT_284669,5441.93
IT_284675,4241.31
IT_284719,2922.82
IT_284723,2280.2
IT_284758,3644.05875
IT_284791,4412.35
IT_284807,1480.76
IT_284808,2030.85
IT_284809,1135.39
IT_284830,3128.42
IT_284831,3658.73
IT_284863,2038.31
IT_284884,2554.13
IT_284944,1646.81
IT_284965,3045.68
IT_284968,2099.56
IT_284981,2681.68
IT_284998,3624.11875
IT_285029,5442.74
IT_285048,1785.2
IT_285049,1789.65
IT_285069,2929.81
IT_285070,3407.05
IT_285099,1741.99
IT_285145,4744.54
IT_285147,5811.79
IT_285151,5144.6
IT_285156,5670.52
IT_285169,5427.51
IT_285178,4823.05
IT_285195,1594.41
IT_285240,2434.91
IT_285242,3613.76
IT_285255,3058.04
IT_285343,1958.01
IT_285372,5656.35
IT_285388,5335.12
IT_285392,5380.26
IT_285446,3034.99
IT_285480,2585.43
IT_285537,3018.78
IT_285538,3475.26
IT_285542,2358.7375
IT_285568,1784.12
IT_285608,5068.22
IT_285619,5022.5
IT_285624,5812.27
IT_285628,4968.67
IT_285645,5042.2
IT_285653,1706.32
IT_285660,3494.23
IT_285800,2303.71
IT_285840,4968.83
IT_285848,4133.86
IT_285849,4214.92
IT_285863,4917.89
IT_285877,2512.36
IT_285953,4783.11
IT_285954,5899.02
IT_285957,5235.72
IT_285961,5071.76
IT_285971,1758.77
IT_285985,2504.86
IT_285998,2038.86
IT_286018,3238.86
IT_286086,2483.02
IT_286108,1776.77
IT_286156,6515.76
IT_286160,5440.01
IT_286184,5110.53
IT_286190,1359.49
IT_286217,2619.89
IT_286231,2787.91
IT_286244,2517.32
IT_286270,5429.93875
IT_286274,5266.46375
IT_286320,1952.89
IT_286344,1977.85
IT_286386,4976.77
IT_286443,2879.51
IT_286495,3799.82
IT_286529,3077.93
IT_286558,1855.02
IT_286602,4788.85
IT_286605,5032.77
IT_286625,6351.66
IT_286632,4514.63
IT_286645,1277.09
IT_286660,2389.82
IT_286695,2587.07
IT_286696,1942.88
IT_286736,2076.04
IT_286757,1944.12
IT_286774,2004.12
IT_286799,5630.36
IT_286822,3099.27
IT_286840,3238.33
IT_286843,2474.74
IT_286915,1076.05
IT_286930,2864.9
IT_286939,3157.8
IT_286961,1841.82
IT_287002,5295.08
IT_287005,5041.93
IT_287006,6066.26
IT_287014,4526.12
IT_287016,4713.39
IT_287026,5305.03
IT_287050,3488.86
IT_287053,2815.14
IT_287067,2820.19
IT_287135,2947.67
IT_287137,2204.4
IT_287143,2287.56
IT_287149,4208.59
IT_287177,2459.61
IT_287199,4091.97
IT_287204,6452.73
IT_287208,6546.96
IT_287210,4403.11
IT_287218,5614.51
IT_287221,4890.0
IT_287249,2010.42
IT_287296,2205.06
IT_287309,2722.07
IT_287327,5847.28
IT_287342,1609.35
IT_287343,4255.20625
IT_287345,2988.08
IT_287348,2131.03
IT_287436,2768.8
IT_287453,1792.1
IT_287461,3072.22
IT_287464,3289.23
IT_287468,2092.53
IT_287496,3356.97
IT_287545,2909.57
IT_287591,2800.07
IT_287632,5755.64
IT_287652,3270.7
IT_287656,2896.01
IT_287681,2807.35
IT_287788,2773.99
IT_287806,5299.27
IT_287814,5817.09
IT_287853,2507.77
IT_287865,3127.95
IT_287868,2425.86
IT_287877,1673.75
IT_287895,2618.15
IT_287920,3892.30875
IT_287981,1568.74
IT_287984,1899.43
IT_288002,2268.89
IT_288032,5815.53
IT_288039,5560.38
IT_288041,4638.07
IT_288057,5479.45
IT_288060,6380.22
IT_288086,3171.9
IT_288090,2137.95
IT_288118,2981.96
IT_288121,3103.55
IT_288125,3119.09
IT_288140,4059.74
IT_288169,3498.86
IT_288178,3450.53
IT_288201,2304.96
IT_288221,2659.06
IT_288243,4946.45
IT_288252,5411.72
IT_288278,5373.8
IT_288289,3280.93
IT_288292,1698.1
IT_288302,3203.59
IT_288305,2143.49
IT_288382,455.49
IT_288387,3040.26
IT_288390,2698.23
IT_288398,3940.7
IT_288404,2933.67
IT_288448,4897.25
IT_288449,4771.54
IT_288496,3202.61
IT_288499,2013.68
IT_288542,2368.42
IT_288545,4032.71
IT_288564,1872.07
IT_288578,4300.26
IT_288607,2394.2
IT_288610,2496.08
IT_288637,3331.62875
IT_288757,6787.73
IT_288784,5063.71
IT_288801,5954.67
IT_288808,1475.11
IT_288819,3332.48
IT_288823,2516.3
IT_288914,2414.35
IT_288940,2442.36
IT_288981,4856.46
IT_288990,4612.9
IT_288997,4597.98
IT_288999,5367.95
IT_289011,5381.86
IT_289017,1642.32
IT_289034,3176.48
IT_289038,2113.49
IT_289121,435.12
IT_289125,2287.82875
IT_289129,3086.16
IT_289162,3450.49
IT_289197,5040.61
IT_289205,5395.14
IT_289215,4644.89
IT_289235,6271.65
IT_289252,3516.88
IT_289255,3134.73
IT_289348,2379.86
IT_289387,2706.51
IT_289403,5669.53
IT_289406,5120.43
IT_289408,4922.06
IT_289416,6771.61
IT_289417,6379.52
IT_289420,4967.55
IT_289456,1547.09
IT_289464,3228.39
IT_289467,2901.75
IT_289490,4031.33
IT_289493,3459.07875
IT_289532,429.22
IT_289541,3069.77
IT_289594,4855.01
IT_289605,5197.18
IT_289621,5405.9
IT_289640,3150.36
IT_289643,2709.74
IT_289674,2555.45
IT_289697,5375.4675
IT_289731,3592.58
IT_289738,2822.64
IT_289771,2702.57
IT_289786,5339.12
IT_289788,5323.81
IT_289795,5925.7
IT_289808,5099.23
IT_289817,5755.59
IT_289839,3158.79
IT_289842,2937.48
IT_289861,3649.3575
IT_289876,3018.72
IT_289909,5109.93
IT_289924,2070.2
IT_289933,3062.12
IT_289946,2054.98
IT_289965,3216.41875
IT_289987,3636.0
